Order_ID,Customer_ID,Gender,Age,City,Product,Category,Quantity,Price,Payment_Method,Order_Date,Customer_Segment,Discount,Rating,Total_Amount
7032,8548,Unknown,33,Chennai,Shoes,Electronics,1,11503,Cash,2023-01-02,New,11,3,11503
7033,5976,Female,58,Mumbai,Laptop,Fashion,1,63913,Net Banking,2024-11-09,Premium,23,4,63913
7034,6695,Female,18,Delhi,Watch,Home Appliances,2,62432,UPI,2024-11-11,Regular,0,1,124864
7035,9445,Female,60,Chennai,TV,Electronics,4,24155,Cash,2022-06-08,Premium,13,4,96620
7036,4548,Female,60,Pune,Shirt,Electronics,1,63967,Net Banking,2021-08-04,Regular,22,2,63967
7037,7163,Unknown,44,Bangalore,Mobile,Home Appliances,1,22366,Debit Card,2024-02-28,Regular,0,3,22366
7038,7671,Male,48,Delhi,TV,Electronics,2,25165,UPI,2024-05-20,Premium,16,4,50330
7039,6264,Unknown,62,Delhi,Shoes,Accessories,2,19604,Net Banking,2023-05-23,New,28,3,39208
7040,2231,Male,45,Chennai,Shirt,Accessories,3,72512,Cash,2022-01-02,New,4,4,217536
7041,3423,Unknown,57,Kolkata,Laptop,Fashion,1,55308,Debit Card,2022-01-07,Regular,6,1,55308
7042,9071,Female,44,Bangalore,TV,Fashion,4,67080,Cash,2023-06-26,Premium,28,2,268320
7043,5261,Unknown,26,Delhi,Mobile,Fashion,1,79528,Credit Card,2021-11-19,Regular,24,4,79528
7044,3908,Female,55,Kolkata,Bag,Electronics,3,87695,Credit Card,2023-10-23,New,21,3,263085
7045,5712,Unknown,53,Hyderabad,Laptop,Electronics,2,72561,Debit Card,2023-04-06,Premium,24,4,145122
7046,7755,Female,58,Bangalore,Camera,Fashion,3,56962,Net Banking,2021-12-07,New,5,1,170886
7047,4883,Male,44,Delhi,Laptop,Home Appliances,4,53968,Credit Card,2022-09-30,Premium,16,2,215872
7048,4515,Female,64,Delhi,Mobile,Home Appliances,3,62886,Debit Card,2024-01-10,Regular,4,2,188658
7049,4403,Unknown,43,Bangalore,Camera,Electronics,2,20006,Net Banking,2024-02-15,Regular,9,2,40012
7050,5598,Female,44,Mumbai,Tablet,Electronics,4,34573,Credit Card,2021-02-20,New,21,2,138292
7051,6008,Male,21,Bangalore,Bag,Electronics,4,16243,UPI,2023-12-22,Regular,11,2,64972
7052,7222,Male,55,Hyderabad,Bag,Home Appliances,4,41745,Credit Card,2021-08-17,Regular,8,1,166980
7053,5009,Unknown,29,Mumbai,Bag,Accessories,3,42573,Net Banking,2021-11-05,Regular,7,4,127719
7054,3735,Female,64,Chennai,TV,Fashion,2,41800,Cash,2021-05-16,New,20,1,83600
7055,5491,Unknown,32,Mumbai,Mobile,Home Appliances,4,63711,Net Banking,2023-09-02,Regular,21,4,254844
7056,9593,Female,64,Hyderabad,Tablet,Fashion,2,19271,UPI,2024-11-11,Premium,18,4,38542
7057,1974,Male,47,Hyderabad,Headphones,Accessories,2,30490,UPI,2022-11-02,Premium,13,4,60980
7058,1223,Unknown,31,Hyderabad,Bag,Fashion,4,741,Net Banking,2021-11-11,New,8,3,2964
7059,5613,Male,25,Delhi,Laptop,Electronics,1,31667,Credit Card,2024-10-03,New,0,3,31667
7060,7777,Female,45,Mumbai,Mobile,Electronics,4,3369,Net Banking,2021-01-25,Premium,16,2,13476
7061,9427,Male,48,Hyderabad,TV,Fashion,2,27891,Debit Card,2023-01-05,Premium,6,4,55782
7062,5211,Female,19,Pune,Laptop,Fashion,2,78901,Net Banking,2024-06-13,New,5,4,157802
7063,1225,Unknown,32,Mumbai,Shirt,Electronics,3,71958,Net Banking,2023-01-21,New,22,1,215874
7064,9183,Female,57,Pune,TV,Electronics,1,6857,Cash,2024-04-20,New,11,2,6857
7065,5277,Female,60,Mumbai,Shirt,Fashion,2,42206,Debit Card,2023-04-21,Premium,27,1,84412
7066,2341,Unknown,25,Chennai,Shoes,Fashion,4,26072,Cash,2024-01-30,Regular,18,2,104288
7067,5036,Unknown,22,Pune,TV,Electronics,1,86804,Cash,2022-05-24,New,23,2,86804
7068,9401,Male,21,Chennai,Watch,Accessories,4,72401,Debit Card,2021-12-04,New,17,1,289604
7069,4727,Female,29,Kolkata,Watch,Home Appliances,1,67015,Credit Card,2023-02-03,Premium,6,4,67015
7070,4928,Female,27,Chennai,TV,Accessories,2,69924,Debit Card,2024-11-02,Premium,14,4,139848
7071,3803,Male,21,Pune,TV,Electronics,1,47890,UPI,2023-02-26,Regular,28,3,47890
7072,7558,Female,27,Kolkata,TV,Home Appliances,4,8743,Credit Card,2022-03-13,Premium,17,4,34972
7073,1393,Female,46,Delhi,Tablet,Home Appliances,4,29492,Debit Card,2022-10-27,Regular,20,4,117968
7074,7839,Unknown,45,Kolkata,Shoes,Home Appliances,3,58317,Cash,2024-02-24,New,24,4,174951
7075,9795,Unknown,46,Kolkata,Shoes,Electronics,1,6920,UPI,2024-01-23,Regular,18,1,6920
7076,1581,Unknown,36,Delhi,Camera,Electronics,4,23139,Net Banking,2024-08-20,Regular,9,4,92556
7077,1132,Male,60,Chennai,Bag,Home Appliances,3,44648,Net Banking,2021-01-18,New,10,1,133944
7078,3838,Unknown,30,Hyderabad,Shirt,Home Appliances,4,36672,Credit Card,2024-01-29,Regular,2,1,146688
7079,4385,Male,51,Bangalore,TV,Home Appliances,1,85530,Debit Card,2024-05-01,New,27,1,85530
7080,4770,Unknown,63,Pune,Watch,Home Appliances,4,1320,Cash,2024-09-08,New,9,4,5280
7081,3268,Female,37,Kolkata,Tablet,Home Appliances,4,84417,Net Banking,2024-09-21,New,3,3,337668
7082,1975,Female,35,Delhi,Watch,Accessories,1,68677,UPI,2024-03-31,Premium,13,1,68677
7083,8605,Unknown,53,Bangalore,Shirt,Accessories,1,42218,Cash,2022-06-21,Premium,10,3,42218
7084,8213,Unknown,18,Delhi,Mobile,Accessories,3,73805,Credit Card,2024-05-04,Premium,5,2,221415
7085,3835,Male,43,Mumbai,Shoes,Accessories,1,87215,UPI,2023-09-11,New,19,3,87215
7086,3738,Female,20,Kolkata,Shirt,Home Appliances,1,62762,Credit Card,2024-08-06,New,9,1,62762
7087,5134,Unknown,61,Hyderabad,Mobile,Fashion,4,41664,Debit Card,2024-06-10,New,8,2,166656
7088,7833,Unknown,20,Delhi,Camera,Accessories,4,78083,Cash,2024-02-09,New,9,3,312332
7089,9353,Female,38,Mumbai,Bag,Electronics,1,35204,UPI,2022-03-24,Regular,15,1,35204
7090,2909,Unknown,35,Hyderabad,TV,Home Appliances,2,38735,Cash,2021-03-05,Premium,12,3,77470
7091,2963,Female,48,Pune,Shoes,Accessories,1,78588,Debit Card,2024-10-06,Premium,20,1,78588
7092,6153,Unknown,53,Delhi,Shoes,Home Appliances,1,32054,Net Banking,2023-10-11,Premium,1,3,32054
7093,1966,Female,61,Hyderabad,Watch,Home Appliances,1,37894,Credit Card,2024-08-01,New,13,4,37894
7094,1889,Male,48,Delhi,Camera,Electronics,1,60564,Cash,2022-10-01,Regular,7,1,60564
7095,4061,Unknown,25,Chennai,Camera,Home Appliances,3,52174,Credit Card,2023-07-14,New,9,4,156522
7096,7461,Unknown,42,Delhi,Shirt,Electronics,1,44210,Cash,2023-09-11,New,28,1,44210
7097,7166,Unknown,63,Delhi,Camera,Accessories,4,48471,UPI,2023-10-31,Regular,16,2,193884
7098,7967,Male,37,Mumbai,TV,Home Appliances,2,4225,Credit Card,2021-05-09,New,27,1,8450
7099,9101,Unknown,28,Chennai,Shoes,Home Appliances,2,32417,Credit Card,2021-06-15,Regular,26,3,64834
7100,8379,Unknown,57,Bangalore,Shoes,Electronics,1,20863,Cash,2024-10-22,Regular,24,3,20863
7101,8280,Female,18,Hyderabad,Shoes,Electronics,3,82908,UPI,2021-09-17,New,3,1,248724
7102,2067,Unknown,38,Kolkata,Laptop,Accessories,2,51282,Debit Card,2021-06-09,New,2,2,102564
7103,5223,Unknown,34,Bangalore,Watch,Fashion,1,68339,UPI,2021-01-24,New,27,2,68339
7104,5607,Female,45,Bangalore,Shirt,Home Appliances,4,44128,Debit Card,2024-08-29,Premium,24,1,176512
7105,4985,Male,35,Kolkata,Headphones,Accessories,1,87431,UPI,2024-11-11,Premium,18,3,87431
7106,4179,Male,46,Chennai,Tablet,Fashion,3,14139,UPI,2021-07-11,New,8,1,42417
7107,5538,Female,27,Chennai,Shirt,Accessories,3,86525,Net Banking,2021-04-05,Regular,20,2,259575
7108,3362,Male,26,Chennai,Camera,Fashion,3,7235,Debit Card,2024-02-11,Premium,28,3,21705
7109,3224,Male,51,Mumbai,Watch,Electronics,2,4897,Debit Card,2024-09-04,New,9,2,9794
7110,7371,Unknown,37,Mumbai,Tablet,Fashion,1,87676,Debit Card,2021-10-20,Regular,2,3,87676
7111,2726,Unknown,48,Hyderabad,Camera,Fashion,1,58572,Debit Card,2021-09-13,New,17,1,58572
7112,6791,Unknown,20,Chennai,Shirt,Home Appliances,3,77457,Credit Card,2022-12-28,Regular,17,1,232371
7113,9073,Male,18,Bangalore,Tablet,Home Appliances,4,5083,Cash,2022-10-25,Premium,20,3,20332
7114,9458,Unknown,50,Hyderabad,Mobile,Electronics,3,88716,UPI,2022-12-12,Premium,0,4,266148
7115,8013,Male,25,Mumbai,Laptop,Home Appliances,2,60255,Debit Card,2021-04-17,Regular,6,4,120510
7116,1837,Unknown,35,Kolkata,Camera,Home Appliances,1,19025,Net Banking,2023-10-20,Premium,28,1,19025
7117,5584,Male,47,Kolkata,Bag,Accessories,3,32260,Debit Card,2022-01-24,Regular,12,1,96780
7118,1686,Female,50,Delhi,Shirt,Home Appliances,3,56223,Cash,2023-11-30,Premium,25,4,168669
7119,1356,Female,39,Delhi,Bag,Fashion,4,67198,Net Banking,2022-09-09,New,3,3,268792
7120,5647,Unknown,34,Hyderabad,Bag,Accessories,3,11485,Net Banking,2024-10-09,Regular,22,4,34455
7121,5418,Male,59,Mumbai,Headphones,Fashion,4,50057,Net Banking,2022-08-09,Premium,13,4,200228
7122,7642,Female,26,Hyderabad,Headphones,Electronics,4,1224,Credit Card,2024-11-13,Regular,12,1,4896
7123,4391,Female,39,Mumbai,Tablet,Accessories,2,26250,Credit Card,2022-08-18,Premium,17,1,52500
7124,5357,Unknown,27,Kolkata,Headphones,Fashion,3,89347,UPI,2022-04-29,Premium,3,1,268041
7125,5879,Unknown,50,Kolkata,Bag,Fashion,3,20219,Debit Card,2024-06-29,Premium,21,2,60657
7126,6319,Male,56,Chennai,Shirt,Accessories,4,55684,Cash,2023-12-27,New,12,3,222736
7127,3739,Female,20,Delhi,Shirt,Accessories,3,51382,Cash,2023-05-30,Premium,26,3,154146
7128,5784,Male,34,Bangalore,Shoes,Home Appliances,1,23616,Cash,2024-05-12,Premium,0,3,23616
7129,1877,Male,26,Chennai,Watch,Electronics,3,40232,Credit Card,2021-06-05,Regular,29,3,120696
7130,3870,Unknown,64,Bangalore,TV,Electronics,4,10208,Debit Card,2022-05-04,New,18,3,40832
7131,1292,Male,57,Hyderabad,Bag,Home Appliances,4,45278,Cash,2024-02-20,New,11,3,181112
7132,9728,Male,53,Delhi,Shirt,Accessories,2,70221,Debit Card,2022-04-07,New,19,1,140442
7133,3686,Female,36,Kolkata,Laptop,Electronics,4,69658,UPI,2022-07-11,Regular,8,4,278632
7134,1233,Male,51,Bangalore,Headphones,Home Appliances,1,55866,Credit Card,2022-03-03,Premium,27,1,55866
7135,3374,Female,19,Pune,Watch,Home Appliances,1,45766,UPI,2021-09-24,Premium,0,2,45766
7136,3272,Female,62,Hyderabad,Camera,Fashion,1,24371,Cash,2022-03-02,Regular,0,1,24371
7137,1966,Male,44,Mumbai,Laptop,Electronics,4,24044,UPI,2024-03-11,Premium,0,3,96176
7138,1889,Male,36,Chennai,TV,Home Appliances,4,3289,Cash,2024-11-05,Premium,18,3,13156
7139,4863,Female,50,Mumbai,Watch,Accessories,3,72697,Net Banking,2021-08-18,Premium,17,4,218091
7140,7154,Male,43,Kolkata,Bag,Fashion,1,38316,Cash,2022-01-04,Premium,28,1,38316
7141,4400,Female,64,Kolkata,Camera,Electronics,2,14206,Debit Card,2021-05-21,New,6,1,28412
7142,9226,Male,51,Chennai,Tablet,Fashion,4,78283,UPI,2022-07-15,Premium,26,1,313132
7143,5542,Female,45,Delhi,Mobile,Electronics,3,51158,UPI,2024-09-22,Regular,16,1,153474
7144,4523,Female,33,Bangalore,Mobile,Electronics,4,51711,Debit Card,2022-03-21,Premium,29,4,206844
7145,2763,Unknown,39,Mumbai,Camera,Accessories,3,72476,Net Banking,2023-02-04,New,14,1,217428
7146,4291,Male,45,Mumbai,Mobile,Home Appliances,4,1692,Debit Card,2024-11-23,New,6,4,6768
7147,3488,Female,31,Bangalore,Bag,Fashion,4,33013,Debit Card,2021-09-07,Premium,6,1,132052
7148,2558,Female,23,Bangalore,Watch,Electronics,2,63301,Net Banking,2023-11-19,New,16,2,126602
7149,5690,Male,28,Hyderabad,Bag,Fashion,1,45793,Credit Card,2024-09-03,Premium,6,3,45793
7150,7121,Male,63,Chennai,Camera,Accessories,4,46640,UPI,2021-07-13,New,10,1,186560
7151,3276,Male,37,Kolkata,Tablet,Accessories,2,55715,UPI,2024-12-19,Premium,19,2,111430
7152,5439,Unknown,53,Kolkata,Shoes,Fashion,4,59935,Net Banking,2023-06-15,Premium,6,2,239740
7153,2103,Male,33,Pune,Mobile,Accessories,1,75990,Debit Card,2024-09-25,Regular,1,3,75990
7154,8520,Unknown,23,Pune,Shirt,Fashion,1,70949,Credit Card,2021-06-19,Premium,24,3,70949
7155,6409,Male,25,Kolkata,Watch,Accessories,2,5162,Net Banking,2024-01-04,New,15,3,10324
7156,8869,Unknown,62,Hyderabad,Bag,Home Appliances,1,84005,Cash,2021-10-21,New,23,2,84005
7157,3956,Male,53,Mumbai,Watch,Electronics,3,7120,UPI,2022-11-27,Regular,8,3,21360
7158,8710,Unknown,21,Bangalore,Shoes,Electronics,3,4780,UPI,2024-06-26,Premium,23,1,14340
7159,7017,Female,51,Kolkata,Bag,Fashion,3,41537,UPI,2021-02-24,New,14,1,124611
7160,4384,Unknown,37,Delhi,Camera,Electronics,4,36718,Cash,2023-07-12,New,10,1,146872
7161,1028,Unknown,41,Mumbai,Shirt,Fashion,1,31864,Net Banking,2021-04-02,Premium,23,1,31864
7162,9897,Female,62,Mumbai,Bag,Home Appliances,1,60558,Credit Card,2021-02-20,Regular,15,4,60558
7163,8756,Male,20,Pune,Camera,Home Appliances,2,53254,Cash,2023-03-10,Regular,12,4,106508
7164,7948,Female,45,Chennai,Tablet,Home Appliances,3,79098,Net Banking,2024-08-17,New,15,4,237294
7165,6755,Female,47,Hyderabad,Bag,Home Appliances,2,15955,Net Banking,2024-12-28,Premium,3,4,31910
7166,4602,Female,46,Pune,Camera,Accessories,2,916,Credit Card,2021-09-05,New,14,1,1832
7167,6062,Unknown,38,Chennai,Laptop,Fashion,4,35654,Net Banking,2022-11-02,Premium,27,2,142616
7168,9071,Female,59,Mumbai,Mobile,Home Appliances,3,89239,Net Banking,2023-01-19,Premium,3,2,267717
7169,8244,Male,44,Bangalore,Tablet,Home Appliances,1,28048,Net Banking,2022-08-26,Regular,4,4,28048
7170,7372,Unknown,42,Delhi,Shirt,Fashion,3,38255,Debit Card,2022-03-09,Premium,13,4,114765
7171,8105,Unknown,20,Chennai,Laptop,Home Appliances,4,74106,UPI,2022-05-18,New,16,1,296424
7172,4581,Female,18,Pune,Bag,Accessories,2,39385,Debit Card,2023-01-26,Premium,28,4,78770
7173,3762,Unknown,40,Mumbai,Laptop,Fashion,3,10400,Debit Card,2024-09-22,New,14,4,31200
7174,1572,Male,60,Pune,Laptop,Home Appliances,3,67822,Debit Card,2022-03-01,Regular,17,3,203466
7175,8705,Unknown,22,Pune,Headphones,Electronics,2,38756,Debit Card,2023-05-21,New,4,2,77512
7176,1614,Female,48,Hyderabad,Camera,Electronics,2,33382,Cash,2022-01-08,Premium,19,4,66764
7177,5050,Female,42,Kolkata,Shirt,Fashion,3,76425,UPI,2024-10-26,Premium,17,3,229275
7178,1325,Female,52,Chennai,Mobile,Electronics,2,23052,Credit Card,2022-05-23,New,16,2,46104
7179,4740,Unknown,60,Mumbai,Tablet,Home Appliances,1,82419,Cash,2024-09-21,New,19,4,82419
7180,1358,Female,18,Hyderabad,Bag,Home Appliances,3,67684,UPI,2021-03-13,Regular,20,3,203052
7181,4777,Unknown,32,Hyderabad,Headphones,Fashion,2,33274,UPI,2022-06-18,Premium,13,1,66548
7182,6906,Female,56,Delhi,Laptop,Home Appliances,2,71569,Debit Card,2023-12-09,New,0,4,143138
7183,2721,Female,41,Bangalore,Bag,Fashion,1,42247,UPI,2024-04-17,Premium,0,2,42247
7184,2349,Female,51,Delhi,Shirt,Fashion,3,23144,Credit Card,2023-08-28,New,11,1,69432
7185,4696,Male,64,Hyderabad,TV,Electronics,1,37306,Credit Card,2021-12-03,New,0,1,37306
7186,4896,Male,35,Chennai,Shirt,Electronics,4,64530,Credit Card,2024-05-23,Premium,24,1,258120
7187,5260,Female,42,Pune,Tablet,Accessories,2,38333,Credit Card,2023-01-16,Regular,19,3,76666
7188,7941,Female,53,Bangalore,TV,Electronics,3,84028,Debit Card,2024-10-25,Regular,26,2,252084
7189,4808,Unknown,18,Hyderabad,TV,Accessories,2,49358,Net Banking,2023-05-24,New,3,2,98716
7190,6246,Unknown,26,Bangalore,Shirt,Electronics,2,21421,Cash,2021-09-14,New,10,4,42842
7191,9384,Male,58,Chennai,Mobile,Accessories,4,46010,Credit Card,2022-01-07,Regular,9,1,184040
7192,4845,Unknown,48,Mumbai,Headphones,Accessories,4,51487,Cash,2024-11-05,New,7,2,205948
7193,3577,Unknown,39,Mumbai,Mobile,Fashion,2,67333,Net Banking,2022-10-08,Regular,7,3,134666
7194,1091,Unknown,55,Hyderabad,Camera,Home Appliances,3,35777,Debit Card,2024-06-06,Regular,26,2,107331
7195,5234,Unknown,63,Kolkata,TV,Home Appliances,3,51249,Cash,2023-09-21,New,9,3,153747
7196,9672,Male,58,Hyderabad,Headphones,Fashion,3,43743,Credit Card,2023-08-21,Premium,27,1,131229
7197,7592,Male,19,Delhi,Mobile,Home Appliances,4,50621,Net Banking,2023-03-05,Premium,12,4,202484
7198,9128,Unknown,58,Hyderabad,Laptop,Fashion,1,34003,Credit Card,2023-06-19,Premium,12,1,34003
7199,2075,Unknown,62,Mumbai,Mobile,Accessories,4,29351,UPI,2024-05-25,New,20,2,117404
7200,3513,Male,37,Mumbai,TV,Home Appliances,3,62622,UPI,2023-08-12,Premium,27,1,187866
7201,9168,Female,40,Delhi,TV,Fashion,4,59239,Cash,2021-08-02,Regular,28,3,236956
7202,7861,Unknown,29,Pune,Watch,Home Appliances,1,66875,Credit Card,2024-10-08,New,28,3,66875
7203,9990,Female,27,Chennai,Headphones,Fashion,4,12977,Debit Card,2023-06-27,Premium,29,4,51908
7204,1604,Unknown,49,Bangalore,Watch,Home Appliances,4,11422,Debit Card,2024-07-06,Regular,5,4,45688
7205,3979,Male,22,Mumbai,TV,Accessories,3,13724,Cash,2022-03-19,Regular,5,2,41172
7206,8140,Unknown,61,Kolkata,Camera,Fashion,4,63687,Net Banking,2023-06-08,Regular,27,3,254748
7207,8065,Female,46,Bangalore,Watch,Fashion,1,2215,Debit Card,2023-10-24,Premium,18,3,2215
7208,5916,Male,50,Hyderabad,Mobile,Electronics,4,27989,Cash,2022-11-11,New,27,4,111956
7209,7800,Unknown,40,Hyderabad,Camera,Home Appliances,2,25149,Net Banking,2024-10-03,New,27,3,50298
7210,1597,Unknown,53,Pune,Camera,Electronics,3,1320,Debit Card,2024-08-31,New,7,1,3960
7211,8320,Male,30,Chennai,Mobile,Electronics,1,54602,UPI,2024-10-10,Premium,25,4,54602
7212,9705,Unknown,19,Pune,Tablet,Fashion,2,50134,UPI,2021-02-06,Regular,26,2,100268
7213,6622,Male,28,Bangalore,Watch,Accessories,3,24976,Net Banking,2021-10-12,Premium,7,2,74928
7214,2877,Unknown,45,Mumbai,Laptop,Fashion,3,20245,Credit Card,2023-12-24,Premium,11,4,60735
7215,2699,Male,42,Kolkata,Laptop,Fashion,2,88903,UPI,2024-04-04,Regular,11,3,177806
7216,6780,Unknown,53,Delhi,Tablet,Fashion,4,63234,UPI,2022-02-18,New,9,2,252936
7217,1716,Male,35,Kolkata,Bag,Home Appliances,4,45616,UPI,2022-01-24,New,6,3,182464
7218,5086,Male,56,Mumbai,Shoes,Accessories,1,40906,UPI,2024-10-22,Regular,18,4,40906
7219,1665,Unknown,26,Bangalore,Camera,Electronics,3,14174,Debit Card,2021-01-11,Regular,6,3,42522
7220,8846,Male,19,Bangalore,Headphones,Home Appliances,3,59341,Net Banking,2023-05-24,Premium,1,3,178023
7221,7611,Unknown,53,Mumbai,Headphones,Accessories,4,87701,Net Banking,2021-08-13,Premium,5,2,350804
7222,2079,Unknown,63,Mumbai,Tablet,Electronics,2,88847,Credit Card,2022-06-13,Regular,26,3,177694
7223,9419,Unknown,34,Chennai,Shoes,Accessories,3,83102,Debit Card,2024-07-19,New,1,1,249306
7224,9340,Male,50,Hyderabad,Laptop,Fashion,3,56438,Cash,2022-09-13,Regular,4,1,169314
7225,2069,Unknown,52,Pune,Camera,Accessories,3,63014,Net Banking,2022-05-06,Regular,15,1,189042
7226,6263,Male,50,Chennai,Mobile,Fashion,4,82235,Credit Card,2023-06-08,Regular,6,2,328940
7227,8951,Female,49,Kolkata,Watch,Home Appliances,3,79608,Cash,2021-03-11,Regular,14,4,238824
7228,2363,Female,37,Kolkata,Tablet,Fashion,2,29528,Debit Card,2021-02-21,Premium,15,3,59056
7229,5508,Female,47,Mumbai,TV,Home Appliances,4,46993,UPI,2023-05-29,Regular,28,1,187972
7230,2755,Unknown,39,Mumbai,Headphones,Home Appliances,1,64979,Net Banking,2022-06-04,New,11,3,64979
7231,1519,Male,42,Delhi,Laptop,Accessories,4,64338,UPI,2022-01-28,Regular,9,2,257352
7232,6463,Unknown,62,Hyderabad,Bag,Accessories,4,22493,Cash,2024-07-07,Regular,5,4,89972
7233,8233,Male,63,Pune,Watch,Home Appliances,4,69323,Credit Card,2024-06-05,New,5,1,277292
7234,2102,Female,61,Pune,Watch,Accessories,3,80921,Debit Card,2021-06-08,Regular,12,1,242763
7235,1597,Female,28,Delhi,Camera,Fashion,4,62786,Net Banking,2024-08-01,Regular,12,2,251144
7236,4273,Female,51,Hyderabad,Shirt,Home Appliances,1,9152,Cash,2021-06-24,New,11,2,9152
7237,6781,Unknown,45,Kolkata,TV,Fashion,3,58798,Debit Card,2023-03-06,Regular,0,3,176394
7238,7256,Unknown,52,Hyderabad,Laptop,Home Appliances,3,74048,Cash,2024-08-10,Premium,15,1,222144
7239,8258,Male,21,Bangalore,Shirt,Home Appliances,2,24157,UPI,2021-05-18,Regular,13,4,48314
7240,9780,Male,26,Hyderabad,Mobile,Fashion,1,26123,Debit Card,2024-09-30,Regular,24,1,26123
7241,7554,Female,60,Pune,Bag,Electronics,1,25458,Credit Card,2024-06-03,New,23,1,25458
7242,9002,Unknown,39,Kolkata,Camera,Electronics,3,13456,Net Banking,2023-12-04,Premium,21,2,40368
7243,5846,Unknown,42,Mumbai,Watch,Fashion,1,43127,Net Banking,2021-07-27,New,3,2,43127
7244,5798,Male,38,Hyderabad,Laptop,Home Appliances,4,70141,UPI,2021-10-28,New,0,4,280564
7245,7605,Male,42,Chennai,TV,Home Appliances,2,83662,Debit Card,2024-05-12,Premium,4,4,167324
7246,3986,Unknown,58,Bangalore,Shoes,Home Appliances,1,49924,UPI,2024-03-25,Regular,25,1,49924
7247,1400,Unknown,34,Delhi,Headphones,Fashion,4,51026,Net Banking,2024-06-04,New,15,3,204104
7248,3855,Male,32,Pune,Camera,Fashion,2,73097,Debit Card,2022-03-21,Premium,9,4,146194
7249,4412,Unknown,58,Kolkata,Camera,Fashion,1,19286,Debit Card,2024-08-19,Regular,13,3,19286
7250,1056,Unknown,24,Hyderabad,Camera,Accessories,3,17428,Debit Card,2022-08-25,Regular,0,3,52284
7251,9022,Female,49,Delhi,Mobile,Electronics,2,51802,UPI,2023-01-31,Regular,7,2,103604
7252,2875,Unknown,25,Mumbai,Headphones,Home Appliances,1,690,UPI,2024-04-28,Premium,21,1,690
7253,5543,Unknown,20,Delhi,Bag,Accessories,3,37142,UPI,2021-06-25,New,7,2,111426
7254,5298,Unknown,50,Hyderabad,Watch,Home Appliances,2,81848,Credit Card,2024-02-08,New,4,2,163696
7255,4768,Male,53,Delhi,Shirt,Accessories,3,4853,Net Banking,2024-10-17,New,28,1,14559
7256,6752,Female,34,Mumbai,Tablet,Electronics,2,59657,UPI,2024-08-20,Regular,12,1,119314
7257,5833,Male,18,Hyderabad,Laptop,Home Appliances,2,49681,UPI,2024-06-12,New,28,4,99362
7258,2353,Female,53,Delhi,Tablet,Electronics,2,46429,Credit Card,2022-01-19,New,29,2,92858
7259,5987,Female,57,Delhi,Laptop,Home Appliances,2,19384,Cash,2022-03-14,Regular,23,2,38768
7260,7597,Unknown,34,Mumbai,Shirt,Fashion,4,39130,Cash,2024-05-14,Regular,19,2,156520
7261,5311,Female,61,Chennai,Tablet,Home Appliances,2,9840,Debit Card,2021-02-28,New,29,4,19680
7262,3934,Female,54,Chennai,Bag,Fashion,2,83174,UPI,2021-08-19,New,14,3,166348
7263,1022,Unknown,42,Bangalore,Watch,Home Appliances,1,63947,UPI,2021-05-09,New,11,3,63947
7264,2209,Unknown,42,Mumbai,Headphones,Home Appliances,3,88405,Debit Card,2024-06-17,Premium,20,3,265215
7265,9940,Female,30,Chennai,Watch,Fashion,3,29436,Net Banking,2021-05-20,New,19,4,88308
7266,1804,Male,30,Kolkata,Headphones,Accessories,2,36154,UPI,2024-01-15,Premium,7,1,72308
7267,9325,Female,29,Delhi,Headphones,Fashion,1,25069,Debit Card,2021-07-23,New,18,3,25069
7268,5416,Male,49,Kolkata,Shoes,Accessories,2,67140,Cash,2021-09-16,New,8,1,134280
7269,9625,Male,52,Mumbai,Mobile,Electronics,3,75714,UPI,2023-04-23,Regular,8,2,227142
7270,6141,Female,45,Delhi,Laptop,Electronics,1,37507,Credit Card,2023-01-12,Regular,22,4,37507
7271,5968,Male,61,Delhi,TV,Electronics,4,11852,Cash,2022-10-13,Premium,12,4,47408
7272,4671,Female,37,Bangalore,TV,Home Appliances,1,75984,Debit Card,2023-04-03,Premium,27,2,75984
7273,8292,Male,45,Pune,TV,Accessories,3,21835,Debit Card,2022-09-19,Premium,29,3,65505
7274,8001,Male,48,Bangalore,Bag,Fashion,2,32571,Net Banking,2022-11-28,Regular,9,3,65142
7275,3098,Female,41,Hyderabad,Bag,Accessories,4,70676,Net Banking,2023-08-25,New,22,4,282704
7276,9444,Unknown,28,Pune,Camera,Electronics,4,30522,UPI,2023-07-04,Premium,29,2,122088
7277,6061,Unknown,59,Mumbai,Headphones,Fashion,3,3709,Debit Card,2023-08-14,Regular,8,3,11127
7278,4264,Female,33,Chennai,Shirt,Electronics,2,8399,Credit Card,2024-10-08,Regular,28,1,16798
7279,6435,Female,55,Kolkata,Watch,Home Appliances,1,47265,Debit Card,2021-06-08,Regular,16,1,47265
7280,9493,Unknown,34,Bangalore,Watch,Home Appliances,1,62912,UPI,2023-03-27,New,13,1,62912
7281,7691,Unknown,62,Mumbai,Shoes,Home Appliances,1,58595,UPI,2024-11-25,Premium,4,1,58595
7282,3763,Male,61,Bangalore,Mobile,Accessories,3,10147,Cash,2023-08-07,New,11,2,30441
7283,5005,Male,22,Chennai,Mobile,Home Appliances,3,66200,Debit Card,2024-11-12,Regular,1,4,198600
7284,4241,Male,37,Bangalore,Camera,Accessories,2,52598,Net Banking,2023-12-27,Regular,19,1,105196
